Price,Age,Mileage,Fuel Type,Horse Power,Metalic,Automatic,CC,Doors,Weight,derived_col
10950,51,103018,Diesel,69,0,0,1900,5,1140,0.10629210429245374
11900,47,102352,Petrol,110,1,0,1600,5,1080,0.11626543692355792
9950,50,102030,Petrol,97,1,0,1400,5,1060,0.0975203371557385
11950,54,101352,Petrol,110,0,0,1600,5,1080,0.11790591206882943
7900,50,99865,Petrol,110,1,0,1600,4,1035,0.07910679417213237
10950,52,99323,Petrol,110,1,0,1600,3,1055,0.11024636791075582
8950,48,98100,Diesel,69,1,0,1900,5,1140,0.09123343527013252
11950,51,98040,Petrol,110,0,0,1600,5,1080,0.1218890248878009
10900,49,97600,Petrol,110,1,0,1600,3,1045,0.11168032786885246
9950,55,97234,Petrol,110,0,0,1600,5,1080,0.10233046053849476
9950,51,96135,Diesel,72,0,0,2000,3,1115,0.103500286056067
10950,54,96100,Petrol,110,1,0,1600,5,1080,0.11394380853277836
8950,55,94401,Diesel,72,0,0,2000,3,1115,0.09480831770849885
8950,55,94122,Petrol,86,1,0,1300,3,1015,0.09508935211746457
10500,49,91340,Petrol,110,1,0,1600,3,1055,0.11495511276549157
8950,53,90200,Petrol,97,0,0,1400,3,1025,0.0992239467849224
9250,53,90097,Diesel,69,1,0,1900,5,1140,0.1026671254314794
11500,48,89049,Petrol,97,1,0,1400,5,1060,0.12914238228391112
9750,52,89000,Petrol,110,0,0,1600,5,1075,0.10955056179775281
9950,45,87274,Petrol,110,1,0,1600,3,1040,0.1140087540390036
11450,49,86221,Petrol,110,0,0,1600,3,1045,0.1327982742023405
12500,54,84598,Petrol,110,0,0,1600,5,1075,0.14775763020402374
10500,50,83567,Petrol,110,0,0,1600,5,1075,0.1256476838943602
12950,50,83106,Petrol,110,1,0,1600,5,1075,0.1558250908478329
12200,50,82805,Petrol,110,1,0,1600,3,1040,0.1473340981824769
10950,50,82735,Petrol,97,1,0,1400,3,1030,0.1323502749743156
10950,54,81905,Petrol,110,1,0,1600,5,1105,0.13369147182711677
11290,49,80320,Petrol,110,1,1,1600,3,1070,0.14056274900398405
10750,49,80090,Petrol,97,1,0,1400,3,1030,0.13422399800224746
10895,53,79800,Petrol,110,0,0,1600,5,1075,0.13652882205513783
11500,47,78785,CNG,110,1,0,1600,5,1119,0.14596687186647203
9750,48,78600,Petrol,110,1,0,1600,5,1075,0.12404580152671756
10250,55,77780,Petrol,110,0,0,1600,3,1040,0.13178194908716895
12500,49,77648,Petrol,110,0,0,1600,4,1030,0.16098289717700393
11950,54,77270,Petrol,110,1,0,1600,4,1035,0.15465251714766404
10750,50,76167,Petrol,97,1,0,1400,5,1060,0.14113723791143146
11450,46,75249,Petrol,110,1,0,1600,4,1035,0.15216149051814643
11950,54,75231,Petrol,110,1,0,1600,5,1080,0.15884409352527548
11750,48,75045,Petrol,110,1,0,1600,3,1055,0.15657272303284697
10950,50,74849,Petrol,110,1,1,1600,4,1060,0.14629453967320874
11950,55,74715,Petrol,110,1,0,1600,5,1080,0.1599411095496219
10995,49,74656,Diesel,69,0,0,1900,3,1105,0.14727550364337763
11450,56,74500,Petrol,97,0,0,1400,3,1025,0.15369127516778525
8900,49,74494,Petrol,110,1,0,1600,5,1075,0.11947270921148012
10500,50,73634,Petrol,110,0,0,1587,5,1075,0.14259716978569684
11750,47,73403,Petrol,110,1,0,1600,5,1075,0.160075201286051
11450,49,73175,Petrol,97,1,0,1400,3,1030,0.15647420567133583
12000,52,73000,Petrol,110,0,0,1600,3,1055,0.1643835616438356
11950,50,72242,Petrol,110,0,1,1600,3,1070,0.16541623986046897
9850,53,72000,Petrol,97,1,0,1400,3,1025,0.13680555555555557
10950,54,71725,Petrol,110,1,0,1600,4,1035,0.1526664342976647
10950,54,71276,Petrol,110,0,0,1600,5,1080,0.15362814972781863
8695,50,70440,Diesel,69,1,0,1900,3,1105,0.12343838727995457
10990,53,70239,Petrol,110,0,0,1600,3,1040,0.1564657811187517
9500,55,69813,Petrol,97,1,0,1400,3,1025,0.1360778078581353
11950,49,69659,Petrol,86,0,0,1300,3,1025,0.17154997918431214
10750,46,69574,Petrol,97,0,0,1400,5,1065,0.15451174289245984
8750,47,69000,Diesel,69,1,0,1900,5,1140,0.12681159420289856
8750,49,68565,Petrol,110,1,0,1600,4,1030,0.1276161306789178
11450,55,68520,Diesel,72,1,0,2000,3,1115,0.16710449503794514
9950,46,68414,Petrol,97,0,0,1400,3,1025,0.14543806823164848
11950,56,66777,Petrol,110,0,0,1600,5,1090,0.17895383140901808
13950,52,66527,Petrol,110,1,0,1600,5,1080,0.2096892990815759
11250,54,66063,Petrol,110,1,0,1600,5,1090,0.17029199400572181
10900,50,65471,Petrol,97,1,0,1400,5,1060,0.16648592506605978
9750,56,65400,Petrol,97,1,0,1400,3,1025,0.14908256880733944
9950,52,65170,Petrol,97,1,0,1400,3,1025,0.1526776123983428
11950,56,65000,Petrol,110,1,0,1600,5,1075,0.18384615384615385
10450,48,64193,Petrol,110,1,0,1600,3,1040,0.162790335394825
8950,54,64000,Petrol,97,1,0,1400,3,1025,0.13984375
10250,54,63792,Petrol,110,1,0,1600,5,1075,0.16067845497868072
9930,53,63635,Petrol,110,1,0,1600,4,1035,0.15604620099002123
10500,54,63135,Petrol,110,1,0,1600,3,1050,0.16631028747921123
11950,54,63123,Petrol,110,1,0,1600,4,1035,0.1893129287264547
11500,48,63000,Diesel,69,1,0,1900,5,1140,0.18253968253968253
11500,55,63000,Petrol,110,0,0,1600,4,1035,0.18253968253968253
11450,54,62987,Petrol,110,0,0,1600,5,1080,0.18178354263578198
9900,56,62751,Petrol,110,0,0,1600,3,1050,0.15776641009705025
9500,54,62519,Petrol,97,0,0,1400,3,1025,0.15195380604296294
10500,50,62280,Petrol,97,1,0,1400,5,1060,0.16859344894026976
10750,50,61672,Petrol,110,0,0,1600,5,1075,0.17430924892982227
8950,54,61000,Diesel,69,0,0,2000,5,1140,0.14672131147540984
12000,56,61000,Petrol,110,1,0,1600,3,1050,0.19672131147540983
9940,53,60558,Petrol,110,1,0,1600,4,1105,0.16414016314937746
10950,47,60348,Petrol,110,0,0,1600,4,1030,0.18144760389739512
10750,54,60239,Petrol,110,1,0,1600,5,1075,0.1784558176596557
9799,51,59000,Petrol,97,1,0,1400,3,1025,0.16608474576271187
11750,51,58761,Petrol,97,0,0,1300,5,1060,0.1999625602014942
11950,54,58745,Petrol,110,1,0,1600,4,1035,0.20342156779300366
11250,52,58596,Petrol,110,1,0,1600,3,1045,0.19199262748310464
11750,54,58530,Petrol,110,0,0,1600,5,1075,0.20075175123868103
10950,55,58377,Petrol,110,1,0,1600,3,1050,0.1875738732720078
11250,56,58142,Petrol,110,1,0,1600,5,1080,0.19349179594785182
9950,53,57948,Petrol,97,1,0,1400,3,1025,0.1717056671498585
9700,51,57645,Petrol,110,0,0,1600,5,1080,0.16827131581229943
11950,47,57500,Petrol,110,1,0,1600,4,1105,0.20782608695652174
9900,53,57475,Petrol,110,0,0,1600,3,1040,0.1722488038277512
9990,55,56743,Petrol,110,0,0,1600,3,1045,0.1760569585675766
9475,48,56675,Petrol,97,1,0,1400,3,1025,0.16718129686810762
11500,54,55877,Petrol,110,1,0,1600,5,1075,0.20580918803801207
11950,53,55500,Petrol,110,1,0,1600,4,1035,0.2153153153153153
11500,55,54900,Petrol,97,1,0,1400,5,1060,0.20947176684881602
10500,50,54465,Petrol,110,0,0,1600,5,1075,0.19278435692646653
10900,46,53700,Petrol,97,1,0,1400,5,1060,0.20297951582867785
11700,52,53561,Petrol,97,1,0,1400,5,1060,0.2184425234779037
11900,51,53408,Petrol,110,1,0,1600,5,1080,0.22281306171360096
13950,51,53268,Petrol,110,1,0,1600,5,1080,0.26188330705113766
10950,49,53116,Petrol,97,1,0,1400,3,1025,0.20615257172979892
10500,56,52448,Petrol,97,0,0,1400,3,1025,0.20019829164124467
10750,55,52149,Petrol,97,1,0,1400,3,1085,0.20614009856373086
11950,55,52141,Petrol,110,1,0,1600,5,1070,0.22918624498954757
10000,56,52000,Petrol,97,0,0,1400,3,1025,0.19230769230769232
10495,48,50967,Petrol,97,1,0,1400,5,1060,0.20591755449604646
11450,50,50400,Petrol,110,0,0,1600,5,1080,0.22718253968253968
9400,54,50000,Petrol,97,1,0,1400,3,1025,0.188
11950,51,50000,Petrol,86,1,0,1300,5,1045,0.239
9650,53,49969,Petrol,110,0,0,1600,5,1075,0.19311973423522583
18950,49,49568,Petrol,110,1,0,1600,3,1105,0.3823030987734022
11450,51,49473,Petrol,110,0,0,1600,3,1055,0.23143937097002407
10250,52,49432,Petrol,110,1,0,1600,3,1050,0.20735555915196635
11450,48,49417,Petrol,110,1,0,1600,3,1045,0.23170164113564157
9950,54,49366,Petrol,97,1,0,1400,3,1025,0.20155572661345866
10500,56,48731,Petrol,110,1,0,1600,3,1055,0.21546859288748435
13750,54,48370,Petrol,110,1,0,1600,5,1080,0.28426710771139135
9950,48,48071,Petrol,97,0,0,1400,3,1025,0.2069855006136756
10250,54,47852,Petrol,110,1,0,1600,4,1030,0.21420212321324084
10850,54,47768,Petrol,110,0,0,1600,3,1055,0.22713950762016413
11895,52,47689,Petrol,110,0,0,1600,5,1075,0.24942858940216822
12950,53,47451,Petrol,110,1,0,1600,3,1055,0.2729131103664833
11950,50,47219,Petrol,110,1,0,1600,5,1080,0.25307609225100064
10750,56,47211,Petrol,110,1,0,1600,5,1070,0.22770117133718837
9550,54,46856,Petrol,97,0,0,1400,5,1060,0.20381594673040807
10950,56,46500,Petrol,86,0,0,1300,5,1035,0.23548387096774193
11750,52,46449,Petrol,110,1,0,1600,4,1035,0.2529656182049129
10950,47,46391,Petrol,110,0,0,1600,5,1075,0.23603716238063419
12450,54,46230,Petrol,110,1,0,1600,3,1055,0.2693056456846204
10500,52,46029,Petrol,110,1,0,1600,4,1030,0.22811705663820636
10900,50,46000,Petrol,97,0,0,1400,3,1025,0.23695652173913043
12950,50,45900,Petrol,110,1,0,1600,5,1075,0.2821350762527233
10950,47,45850,Petrol,97,0,0,1400,5,1060,0.23882224645583425
12500,56,45336,Petrol,110,1,0,1600,5,1080,0.2757190753485089
9950,55,44537,Petrol,97,0,0,1400,3,1025,0.22340974919729664
10750,56,43700,Petrol,86,1,0,1300,3,1025,0.2459954233409611
12500,48,43120,Petrol,97,1,0,1400,3,1030,0.2898886827458256
10450,49,41710,Petrol,110,0,0,1600,3,1040,0.2505394389834572
10750,52,41700,Petrol,97,1,0,1400,3,1025,0.2577937649880096
12950,49,41636,Petrol,110,1,0,1600,5,1105,0.3110289172831204
10995,50,41273,Petrol,97,0,0,1400,5,1060,0.2663969180820391
11950,49,40836,Petrol,110,0,1,1600,3,1075,0.2926339504358899
11250,50,40400,Petrol,97,1,0,1400,5,1060,0.2784653465346535
11950,47,40361,Petrol,110,1,0,1600,5,1090,0.29607789697975767
13750,54,40325,Petrol,86,0,0,1300,5,1045,0.34097954122752633
11000,47,40000,Petrol,110,0,0,1600,5,1080,0.275
13500,50,39706,Petrol,110,1,0,1600,5,1080,0.3399989925955775
10950,54,39291,Petrol,110,1,0,1600,3,1040,0.27868977628464536
10750,54,39000,Petrol,97,0,0,1400,3,1025,0.27564102564102566
8950,47,38900,Petrol,97,1,0,1400,3,1025,0.2300771208226221
12950,51,38403,Petrol,110,0,0,1600,3,1055,0.3372132385490717
9750,56,37461,Petrol,97,0,0,1400,3,1025,0.26027068150876914
10900,54,37000,Petrol,97,1,0,1400,3,1025,0.2945945945945946
10995,55,36406,Petrol,110,1,0,1600,4,1035,0.30201065758391477
10750,48,36005,Petrol,97,1,0,1400,5,1065,0.2985696431051243
10950,52,36000,Petrol,110,1,0,1600,5,1075,0.30416666666666664
13000,49,36000,Petrol,110,0,0,1600,5,1080,0.3611111111111111
12950,45,36000,Petrol,110,1,1,1600,3,1070,0.3597222222222222
11500,52,35823,Petrol,110,0,0,1600,5,1075,0.3210228065767803
10950,56,35230,Petrol,97,0,0,1400,3,1025,0.31081464660800456
11710,48,35142,Petrol,110,0,0,1600,3,1055,0.3332195094189289
9980,49,34890,Petrol,97,0,0,1400,3,1025,0.28604184580108916
12250,51,34882,Petrol,110,1,0,1600,5,1075,0.35118399174359266
11500,46,34000,Petrol,110,1,0,1600,5,1075,0.3382352941176471
11950,56,33998,Petrol,110,0,0,1600,5,1080,0.3514912641920113
11500,55,33230,Petrol,110,0,0,1600,3,1050,0.34607282575985554
11900,46,33021,Petrol,110,1,0,1600,5,1080,0.3603767299597226
11930,49,31999,Petrol,97,0,0,1400,3,1030,0.3728241507547111
10500,52,31579,Petrol,97,0,0,1400,3,1025,0.33249944583425695
8950,56,31000,Petrol,97,0,0,1400,3,1025,0.2887096774193548
10450,46,30806,Petrol,97,1,0,1400,5,1060,0.33921963253911575
10500,55,30461,Petrol,86,1,0,1300,5,1050,0.3447030629329306
12950,50,29686,Petrol,110,1,1,1600,3,1075,0.4362325675402547
9950,55,29650,Petrol,86,0,0,1300,3,1025,0.33558178752107926
12900,52,29500,Petrol,110,1,0,1600,3,1055,0.43728813559322033
9950,48,28656,Petrol,97,0,0,1400,3,1085,0.3472222222222222
9950,55,27500,Petrol,97,1,0,1400,3,1025,0.3618181818181818
10950,48,26938,Petrol,110,1,0,1600,3,1040,0.4064889746826045
10950,53,26624,Petrol,97,0,0,1400,5,1060,0.41128305288461536
9950,47,26221,Petrol,97,1,0,1400,3,1025,0.379466839556081
10950,50,22648,Petrol,97,1,0,1400,5,1060,0.48348640056517134
10800,50,22500,Petrol,97,1,0,1400,3,1025,0.48
10500,56,19313,Petrol,97,0,0,1400,3,1025,0.5436752446538601
10450,50,17619,Petrol,110,0,0,1600,4,1030,0.5931097111073274
10600,51,17069,Petrol,97,1,0,1400,3,1025,0.6210088464467749
10450,48,15000,Petrol,97,1,0,1400,3,1025,0.6966666666666667
12950,50,10210,Petrol,97,0,0,1400,5,1065,1.268364348677767
11250,47,5309,Petrol,110,1,1,1600,3,1070,2.1190431343002447
7500,50,1,Diesel,90,1,0,2000,3,1260,7500.0
8950,52,31000,Petrol,97,0,0,1398,3,1025,0.2887096774193548
6250,67,149000,Diesel,90,1,0,2000,5,1135,0.04194630872483222
9500,62,147636,Diesel,72,0,0,2000,5,1135,0.06434744913164811
6900,59,144521,Diesel,72,1,0,2000,5,1135,0.04774392648819203
8450,64,144000,CNG,110,1,0,1600,3,1065,0.058680555555555555
7350,65,140168,Diesel,72,1,0,2000,3,1115,0.05243707550938873
8950,68,140000,Petrol,110,1,0,1600,5,1085,0.06392857142857143
6900,60,139800,Diesel,72,0,0,2000,3,1115,0.04935622317596566
8950,59,137050,CNG,110,1,0,1600,3,1078,0.06530463334549434
8750,61,136956,Petrol,110,0,0,1600,3,1065,0.06388913227605947
7950,67,135337,CNG,110,1,0,1600,5,1120,0.05874225082571655
8950,64,133769,Diesel,72,1,0,2000,3,1120,0.06690638339226578
8950,58,133405,Diesel,72,1,0,2000,5,1135,0.06708893969491399
8950,65,132807,Diesel,72,1,0,2000,5,1135,0.06739102607543278
7950,64,132393,Diesel,72,0,0,2000,5,1135,0.060048491989757764
7750,60,130270,Petrol,110,0,0,1600,3,1050,0.05949182467183542
7500,59,130000,Diesel,72,1,0,2000,4,1135,0.057692307692307696
8950,67,127000,Diesel,72,1,0,2000,5,1135,0.07047244094488189
9800,67,126800,Diesel,72,0,0,2000,5,1135,0.07728706624605679
9450,66,126452,Petrol,110,1,0,1600,5,1085,0.07473191408597729
8950,62,125175,Diesel,116,0,0,2000,5,1150,0.07149990013980427
8750,68,125000,Diesel,72,1,0,2000,3,1115,0.07
10500,61,123000,Diesel,72,0,0,2000,5,1135,0.08536585365853659
7995,59,121626,Petrol,86,0,0,1300,5,1050,0.06573430023185832
10450,64,120400,Petrol,110,0,0,1600,5,1090,0.08679401993355482
9950,66,120000,Diesel,72,0,0,2000,4,1100,0.08291666666666667
9950,68,119541,Petrol,110,0,0,1600,3,1055,0.08323504069733396
8950,68,119500,Petrol,110,1,0,1600,5,1070,0.07489539748953974
7950,68,119289,Petrol,110,1,0,1600,4,1035,0.06664487085984458
10950,57,118833,Petrol,110,0,0,1600,3,1065,0.09214612102698745
9950,64,118000,Diesel,72,1,0,2000,5,1150,0.08432203389830509
8600,68,117955,Petrol,110,1,1,1600,4,1065,0.07290916027298545
7250,65,117609,Petrol,86,0,0,1300,3,1015,0.0616449421387819
6950,68,117000,Diesel,72,0,0,2000,3,1115,0.0594017094017094
8000,64,116000,Petrol,86,0,0,1300,5,1045,0.06896551724137931
9950,58,115715,Petrol,110,0,0,1600,5,1070,0.08598712353627447
9450,60,115191,CNG,110,1,0,1600,4,1079,0.08203765919212438
7950,68,115071,Petrol,110,1,0,1600,3,1055,0.0690877805876372
9450,63,115000,CNG,110,0,0,1600,3,1109,0.08217391304347826
9950,64,114846,Petrol,110,1,0,1600,5,1075,0.0866377583894955
6950,65,114383,Diesel,90,0,0,2000,3,1260,0.060760777388248255
8250,59,113700,Petrol,110,1,0,1600,5,1065,0.07255936675461741
9950,67,113118,Petrol,86,1,0,1300,3,1020,0.08796124401067912
8250,59,112827,Petrol,86,1,0,1300,5,1040,0.07312079555425563
9950,68,112116,Petrol,110,1,0,1600,5,1070,0.08874736879660351
10500,66,112000,Petrol,110,1,0,1600,3,1065,0.09375
7950,62,112000,Diesel,72,0,0,2000,4,1135,0.07098214285714285
9750,65,111769,Petrol,110,0,0,1600,3,1065,0.08723349050273331
9250,61,110853,Petrol,110,1,0,1600,5,1070,0.08344384004041389
9500,68,110287,Petrol,110,1,0,1600,3,1050,0.08613889216317426
9950,62,109547,Petrol,110,0,0,1600,5,1075,0.09082859411941906
7750,63,109230,Petrol,110,0,0,1600,3,1050,0.07095120388171748
9500,68,109150,Petrol,110,0,0,1600,5,1075,0.08703618873110398
9950,67,108793,Petrol,110,1,0,1600,4,1035,0.09145809013447556
9750,64,106784,Petrol,110,0,1,1600,3,1050,0.09130581360503447
9750,58,105942,Petrol,86,0,0,1300,5,1040,0.09203148892790394
5950,59,105000,Petrol,86,1,0,1300,3,1015,0.056666666666666664
8500,62,105000,Petrol,86,0,0,1300,5,1040,0.08095238095238096
8495,68,104299,Petrol,110,1,0,1600,5,1085,0.08144852779029521
9250,67,104000,Petrol,86,0,0,1300,3,1020,0.0889423076923077
6900,68,104000,Petrol,86,1,0,1300,3,1015,0.06634615384615385
8950,58,103458,Petrol,86,1,0,1300,3,1025,0.08650853486438942
9500,63,103400,Petrol,110,1,0,1600,5,1075,0.09187620889748549
9250,63,102807,Petrol,86,0,0,1300,5,1055,0.08997441808437169
9895,68,102494,Petrol,110,0,0,1600,5,1090,0.0965422366187289
9950,57,102300,Diesel,72,1,0,2000,5,1135,0.09726295210166178
7950,61,102106,Petrol,110,0,0,1600,3,1050,0.07786026286408243
8750,68,101889,Petrol,110,1,0,1600,5,1075,0.08587776894463583
8250,57,101791,Diesel,72,0,0,2000,3,1115,0.08104842274857306
8950,63,101469,Petrol,110,1,0,1600,3,1065,0.08820427913944161
8950,68,101001,Petrol,110,0,0,1600,5,1075,0.08861298402986109
8950,61,100748,Petrol,110,0,0,1600,5,1070,0.0888355103823401
8950,65,100550,Petrol,110,1,0,1600,5,1075,0.08901044256588762
9450,67,99781,Petrol,110,1,0,1600,5,1085,0.0947074092262054
8950,59,98658,Petrol,86,1,0,1300,3,1020,0.09071742788217883
9250,65,98500,Petrol,110,1,0,1600,5,1075,0.09390862944162437
8750,64,98291,Petrol,86,0,0,1300,4,1000,0.08902137530394441
9950,61,97648,Petrol,110,1,0,1600,3,1065,0.10189660822546288
9950,61,97425,Petrol,110,1,0,1600,5,1075,0.10212984346933539
9900,65,97173,Petrol,86,0,0,1300,3,1015,0.10188015189404465
8950,66,97046,Petrol,86,1,0,1300,4,1000,0.09222430599921687
8950,67,96000,Petrol,110,1,0,1600,3,1050,0.09322916666666667
12250,60,96000,Diesel,72,0,0,2000,4,1100,0.12760416666666666
9250,67,95750,Petrol,110,1,0,1600,5,1070,0.09660574412532637
10250,61,95147,Petrol,110,1,0,1600,3,1050,0.10772804187205062
8950,68,95000,Petrol,110,0,0,1600,3,1050,0.09421052631578947
7999,65,95000,Petrol,110,1,0,1600,3,1050,0.0842
9900,66,94606,Petrol,110,0,0,1600,3,1065,0.10464452571718495
8250,63,94504,Petrol,86,1,0,1300,4,1000,0.08729789215271311
10500,65,93428,Petrol,110,1,0,1600,5,1075,0.11238600847711606
8450,65,93408,Petrol,86,0,0,1300,3,1015,0.09046334361082563
9900,68,93296,Petrol,110,1,0,1600,5,1090,0.106113874121077
10500,62,93098,Petrol,110,1,0,1600,5,1075,0.11278437775247589
8500,67,92922,Diesel,72,1,0,2000,4,1100,0.09147457006952067
9500,61,92498,Petrol,110,1,0,1600,3,1050,0.10270492334969404
9450,65,92226,Petrol,110,0,0,1600,3,1065,0.10246568212868389
9900,68,91505,Diesel,72,0,0,2000,3,1115,0.10819080924539642
8250,64,91333,Petrol,110,1,0,1600,3,1050,0.09032879682042635
8750,65,91246,Petrol,86,1,0,1300,3,1015,0.0958946145584464
9500,58,91000,Petrol,110,1,0,1600,5,1075,0.1043956043956044
8450,68,90727,Petrol,110,0,0,1600,3,1050,0.09313655251468692
8490,62,90000,Petrol,110,0,0,1600,3,1050,0.09433333333333334
8750,60,89576,Petrol,110,0,0,1600,4,1035,0.09768241493257122
9750,64,89145,Petrol,86,1,0,1300,3,1025,0.1093723708564698
9950,63,89000,Petrol,110,1,0,1600,5,1085,0.11179775280898877
8500,68,88807,Petrol,110,0,0,1600,3,1050,0.09571317576317183
8450,63,88685,Petrol,110,0,0,1600,5,1070,0.09528105091052602
7900,62,88667,Petrol,110,1,0,1600,4,1040,0.08909740940823531
8750,57,88480,Petrol,110,1,0,1600,3,1050,0.09889240506329114
7950,61,88127,Petrol,86,0,0,1300,3,1015,0.09021071862198872
6900,62,88000,Petrol,86,0,0,1300,3,1020,0.07840909090909091
8150,65,87821,Petrol,86,1,0,1300,3,1015,0.09280240489176848
10995,59,87654,Petrol,86,1,1,1300,5,1065,0.12543637483742898
8900,59,86888,Petrol,110,1,0,1600,3,1050,0.10243071540373815
9500,59,86871,Petrol,86,1,0,1300,5,1040,0.1093575531535265
8950,68,86714,Petrol,110,1,0,1600,4,1035,0.10321286066840418
11500,65,85889,Petrol,110,0,0,1600,3,1065,0.133893746579888
10450,62,85000,Petrol,110,1,0,1600,3,1050,0.12294117647058823
10500,60,85000,Petrol,86,1,0,1300,3,1025,0.12352941176470589
9250,68,84976,Petrol,110,1,0,1600,4,1035,0.10885426473357183
10950,65,84558,Petrol,110,1,0,1600,5,1120,0.12949691336124317
10450,62,84549,Petrol,110,0,0,1600,5,1075,0.12359696743899987
9250,68,84482,Petrol,110,1,0,1600,5,1075,0.10949077910087356
8750,62,83908,Petrol,110,1,0,1600,5,1070,0.10428087905801592
8750,67,83560,Petrol,86,0,0,1300,3,1015,0.10471517472474869
9800,68,83000,Petrol,107,1,1,1600,5,1100,0.1180722891566265
8250,64,82723,Petrol,86,0,0,1300,3,1015,0.09973042563736809
10450,62,82421,Petrol,110,1,0,1600,3,1065,0.12678807585445456
9750,58,82254,Petrol,110,0,0,1600,5,1050,0.11853526880151725
8950,61,82115,Petrol,110,1,0,1600,3,1055,0.10899348474700116
7450,65,82000,Petrol,86,1,0,1300,3,1015,0.09085365853658536
8450,68,81965,Petrol,86,1,0,1300,5,1035,0.10309278350515463
8250,66,81250,Petrol,110,0,0,1600,3,1050,0.10153846153846154
10950,65,81192,Petrol,110,1,0,1600,3,1065,0.13486550399054095
8950,61,81170,Petrol,110,1,0,1600,4,1040,0.11026241222126401
8750,66,81083,Petrol,86,0,0,1300,3,1015,0.10791411269933278
10450,61,80714,Petrol,110,1,0,1600,5,1075,0.12946948484773396
10950,57,80470,Petrol,110,0,0,1600,5,1085,0.13607555610786629
8450,65,80439,Petrol,110,1,0,1600,4,1035,0.10504854610325837
9950,59,80430,Petrol,110,1,0,1600,3,1065,0.123710058435907
9950,68,80426,Petrol,110,1,0,1600,3,1055,0.12371621117549052
8750,62,80265,Petrol,86,0,0,1300,3,1015,0.10901389148445774
9950,65,80153,Petrol,110,0,0,1600,5,1070,0.12413758686512046
9500,68,80121,Petrol,110,0,0,1600,5,1070,0.1185706618739157
8250,65,80086,Petrol,110,1,0,1600,4,1035,0.10301425967085383
10950,62,80000,Petrol,110,0,0,1600,5,1075,0.136875
7950,60,80000,Petrol,86,0,0,1300,5,1015,0.099375
8250,65,80000,Petrol,86,1,0,1300,2,1015,0.103125
9895,67,79858,Petrol,110,1,0,1600,4,1040,0.1239074356983646
9130,67,79762,Petrol,86,1,0,1300,3,1015,0.11446553496652541
10950,59,79660,Petrol,86,0,1,1300,5,1065,0.13745920160682903
10500,60,79150,Petrol,110,1,0,1600,5,1075,0.1326595072646873
8900,61,79000,Petrol,110,1,0,1600,3,1050,0.11265822784810127
9500,57,78955,Petrol,86,1,0,1300,5,1045,0.12032170223545058
10950,59,78750,Diesel,90,1,0,1975,5,1155,0.13904761904761906
7950,68,78521,Petrol,86,0,0,1300,3,1015,0.10124680021904968
7950,64,78356,Petrol,86,1,0,1300,3,1015,0.10146000306294349
7950,65,78076,Petrol,86,1,0,1300,3,1015,0.1018238639274553
9500,61,78063,Petrol,107,1,1,1600,5,1100,0.1216965784046219
10950,67,77821,Petrol,110,1,0,1600,5,1075,0.14070752110612816
9750,68,77695,Petrol,110,1,0,1600,4,1035,0.1254907008172984
9750,65,77500,Petrol,110,1,0,1600,3,1050,0.12580645161290321
9450,63,77457,Petrol,110,1,0,1600,3,1055,0.12200317595569155
8950,68,77029,Petrol,86,1,0,1300,3,1015,0.11619000636124058
8950,68,77008,Petrol,86,1,0,1300,3,1015,0.11622169125285685
8900,66,76791,Petrol,110,1,0,1600,5,1070,0.11589899858056282
9950,61,76700,Petrol,86,1,0,1300,5,1035,0.12972620599739243
8750,67,76569,Petrol,86,1,0,1300,3,1020,0.11427601248547062
8950,59,76162,Petrol,110,1,0,1600,5,1075,0.11751267036054726
8990,65,76155,Petrol,110,1,0,1600,4,1035,0.11804871643358938
8950,61,75609,Petrol,86,1,0,1300,3,1015,0.11837215146345012
8950,62,75569,Diesel,72,1,0,2000,3,1120,0.11843480792388414
9950,67,75429,Petrol,110,1,0,1600,3,1065,0.13191212928714421
9900,68,75000,Petrol,110,1,0,1600,5,1075,0.132
8950,65,75000,Petrol,86,0,0,1300,3,1015,0.11933333333333333
8950,62,75000,Petrol,110,1,0,1600,5,1070,0.11933333333333333
9500,66,74963,Petrol,107,0,1,1600,3,1085,0.12672918639862332
7950,68,74889,Petrol,86,1,0,1300,3,1015,0.10615711252653928
7750,68,74875,Petrol,110,0,0,1600,5,1070,0.10350584307178631
8950,63,74747,Petrol,110,1,0,1600,5,1075,0.1197372469798119
11950,60,74720,Petrol,110,1,0,1600,5,1085,0.15993040685224838
8950,62,74457,Petrol,110,0,0,1600,5,1075,0.1202036074512806
11950,60,74337,Petrol,86,0,0,1300,5,1035,0.16075440224921642
8950,68,74308,Petrol,110,0,0,1600,3,1050,0.12044463584001723
9950,64,74193,Petrol,110,0,0,1600,3,1050,0.13410968689768576
8250,65,74179,Petrol,110,1,0,1600,3,1050,0.11121746046724815
8995,67,73936,Petrol,86,1,0,1300,5,1050,0.121659272884657
9995,61,73894,Petrol,110,1,0,1600,3,1065,0.13526132026957532
9250,64,73500,Petrol,110,1,0,1600,3,1050,0.12585034013605442
10950,64,73376,Petrol,110,0,0,1600,5,1070,0.14923135630178805
8900,64,73300,Petrol,86,1,0,1300,3,1015,0.12141882673942701
9500,58,73172,Petrol,110,1,0,1600,5,1075,0.1298310829278959
9950,58,72928,Petrol,110,1,0,1600,5,1075,0.13643593681439228
