customer_id,tenure_months,monthly_charges,num_support_tickets,late_payments_last_6m,contract_type,internet_type,payment_method,region,auto_pay,streaming_tv,online_security,partner,dependents,churn
CUST-100330,17,72.96,0,0,One year,Fiber,Credit card,West,1,1,0,1,1,1
CUST-100331,14,94.27,0,1,Month-to-month,Fiber,Bank transfer,East,1,0,0,1,1,0
CUST-100332,52,76.5,4,0,One year,Fiber,Electronic check,West,0,0,0,0,1,0
CUST-100333,72,18.0,2,0,Two year,DSL,Electronic check,West,0,1,0,0,0,0
CUST-100334,55,88.88,2,2,Month-to-month,DSL,Electronic check,East,0,1,0,0,0,1
CUST-100335,16,90.36,1,1,One year,DSL,Credit card,South,1,1,0,1,0,0
CUST-100336,23,60.77,2,1,Month-to-month,DSL,Bank transfer,East,1,0,1,0,0,0
CUST-100337,11,91.72,0,1,One year,Fiber,Bank transfer,West,1,1,1,1,1,1
CUST-100338,12,83.07,1,3,Month-to-month,Fiber,Credit card,West,1,1,0,1,1,0
CUST-100339,12,51.55,1,0,Two year,Fiber,Electronic check,East,0,0,1,0,1,0
CUST-100340,17,98.51,0,1,Month-to-month,DSL,Electronic check,East,0,1,1,1,0,1
CUST-100341,26,37.58,4,2,Two year,Fiber,Electronic check,Central,0,1,0,1,0,0
CUST-100342,24,66.63,2,0,One year,Fiber,Credit card,South,1,0,1,0,0,0
CUST-100343,39,64.23,1,0,One year,Fiber,Bank transfer,North,1,1,1,0,0,0
CUST-100344,27,48.19,1,2,One year,Fiber,Electronic check,West,0,0,1,0,0,1
CUST-100345,36,75.29,1,2,One year,DSL,Electronic check,Central,0,1,1,0,1,0
CUST-100346,40,99.45,0,0,Two year,Fiber,Bank transfer,West,1,1,0,0,1,0
CUST-100347,16,97.95,1,0,Month-to-month,Fiber,Bank transfer,East,1,0,1,0,1,0
CUST-100348,21,85.37,1,1,One year,DSL,Bank transfer,South,1,1,1,1,0,0
CUST-100349,72,27.3,3,1,Month-to-month,Fiber,Electronic check,East,0,0,1,0,0,0
CUST-100350,15,35.94,3,1,One year,Fiber,Credit card,North,1,1,0,1,0,0
CUST-100351,38,71.99,1,1,Month-to-month,Fiber,Bank transfer,East,1,1,1,0,0,1
CUST-100352,8,67.18,1,2,Month-to-month,DSL,Bank transfer,South,1,0,1,0,1,0
CUST-100353,41,56.05,1,1,Month-to-month,Fiber,Bank transfer,South,1,1,1,0,0,0
CUST-100354,13,113.73,1,0,Month-to-month,DSL,Credit card,East,1,0,0,0,0,0
CUST-100356,6,81.02,2,2,One year,DSL,Bank transfer,South,1,1,0,0,0,0
CUST-100357,23,91.71,5,0,One year,Fiber,Mailed check,Central,1,1,1,1,0,0
CUST-100358,23,69.32,2,0,Month-to-month,DSL,Mailed check,East,1,1,0,0,1,1
CUST-100359,20,130.19,0,1,One year,Fiber,Credit card,Central,1,0,1,0,1,0
CUST-100360,32,45.43,4,0,Two year,Fiber,Bank transfer,South,1,0,1,0,1,0
CUST-100361,49,53.45,1,1,Month-to-month,DSL,Electronic check,Central,0,0,0,0,0,1
CUST-100362,10,45.37,0,0,Month-to-month,Fiber,Electronic check,West,0,1,1,0,0,1
CUST-100363,21,105.5,2,3,Month-to-month,Fiber,Credit card,West,1,1,0,0,0,1
CUST-100364,7,87.25,2,2,One year,Fiber,Credit card,East,1,1,0,1,0,0
CUST-100365,4,54.94,3,0,Month-to-month,Fiber,Credit card,East,1,1,0,1,0,0
CUST-100366,27,47.27,1,0,One year,Fiber,Mailed check,East,1,1,1,1,0,0
CUST-100367,10,101.24,1,1,One year,DSL,Credit card,Central,1,1,1,1,0,0
CUST-100369,27,101.85,1,1,Two year,Fiber,Electronic check,North,0,0,1,0,0,0
CUST-100370,5,66.56,1,2,One year,DSL,Electronic check,West,0,1,0,1,0,1
CUST-100371,31,80.28,1,1,Month-to-month,Fiber,Credit card,Central,1,1,0,0,1,1
CUST-100372,48,75.21,2,0,Month-to-month,Fiber,Electronic check,West,0,1,1,0,0,0
CUST-100373,35,53.02,1,0,Month-to-month,Fiber,Bank transfer,East,1,0,1,1,0,0
CUST-100374,11,64.54,3,0,Month-to-month,Fiber,Bank transfer,South,1,0,1,1,0,0
CUST-100375,23,39.58,1,0,Month-to-month,Fiber,Bank transfer,West,1,1,1,0,1,1
CUST-100376,25,79.86,0,1,Two year,Fiber,Electronic check,West,0,0,0,0,0,0
CUST-100377,21,86.27,0,0,Month-to-month,Fiber,Bank transfer,South,1,0,0,0,0,0
CUST-100378,7,91.76,0,2,Month-to-month,DSL,Electronic check,East,0,1,0,0,0,0
CUST-100379,12,84.0,1,0,One year,Fiber,Credit card,South,1,1,1,0,0,0
CUST-100380,20,64.92,2,0,Month-to-month,Fiber,Electronic check,North,0,0,1,1,0,0
CUST-100381,27,105.25,0,2,Two year,Fiber,Bank transfer,North,1,1,0,0,0,0
CUST-100382,15,89.42,1,0,One year,DSL,Credit card,North,1,1,0,0,0,0
CUST-100383,3,101.33,1,1,Month-to-month,Fiber,Electronic check,East,0,1,0,0,0,0
CUST-100384,16,102.83,3,0,Month-to-month,DSL,Electronic check,East,0,1,1,1,0,1
CUST-100385,67,64.99,1,0,Two year,Fiber,Credit card,East,1,0,0,0,0,0
CUST-100386,31,77.31,1,0,One year,Fiber,Electronic check,Central,0,0,1,0,1,1
CUST-100388,12,40.42,1,2,Month-to-month,Fiber,Mailed check,South,1,0,1,0,0,1
CUST-100389,16,40.95,2,2,Two year,Fiber,Credit card,South,1,0,0,0,0,0
CUST-100390,3,36.82,2,0,One year,Fiber,Bank transfer,South,1,1,0,0,0,1
CUST-100392,30,60.0,1,1,One year,DSL,Credit card,South,1,1,0,1,1,0
CUST-100393,27,33.54,1,0,One year,DSL,Mailed check,South,1,1,1,1,0,0
CUST-100395,21,65.71,2,0,Month-to-month,Fiber,Mailed check,Central,1,0,0,1,1,1
CUST-100397,14,116.31,3,0,Month-to-month,Fiber,Electronic check,North,0,1,0,0,0,1
CUST-100398,32,78.95,1,0,Month-to-month,DSL,Bank transfer,South,1,1,1,0,1,1
CUST-100399,26,51.28,0,0,Month-to-month,Fiber,Electronic check,East,0,0,0,0,0,0
CUST-100400,17,83.52,2,0,Month-to-month,Fiber,Bank transfer,Central,1,1,0,1,0,0
CUST-100402,16,62.24,4,0,One year,Fiber,Mailed check,North,1,1,1,0,0,0
CUST-100404,14,56.86,1,1,Two year,Fiber,Bank transfer,Central,1,0,1,0,0,0
CUST-100405,5,63.73,2,0,Two year,DSL,Bank transfer,East,1,0,1,1,0,0
CUST-100407,54,80.26,1,0,Two year,Fiber,Electronic check,West,0,1,0,0,1,0
CUST-100409,27,84.18,2,2,Two year,DSL,Credit card,East,1,1,1,1,0,0
CUST-100410,32,78.18,1,0,One year,DSL,Electronic check,West,0,1,0,0,0,0
CUST-100411,21,60.65,1,1,One year,Fiber,Credit card,East,1,0,0,0,0,0
CUST-100412,29,43.1,2,1,Month-to-month,DSL,Electronic check,North,0,1,0,1,0,0
CUST-100413,35,54.32,1,0,Two year,DSL,Electronic check,North,0,0,1,0,1,0
CUST-100414,26,51.2,0,1,Month-to-month,Fiber,Bank transfer,West,1,1,1,1,1,0
CUST-100415,39,18.0,2,1,Month-to-month,Fiber,Mailed check,East,1,1,0,1,0,0
CUST-100416,13,43.79,2,0,Month-to-month,Fiber,Electronic check,East,0,0,1,1,0,1
CUST-100417,23,106.45,4,1,One year,DSL,Credit card,South,1,0,0,1,0,1
CUST-100418,72,76.85,2,1,Month-to-month,Fiber,Electronic check,South,0,1,0,1,0,0
CUST-100419,45,58.96,0,0,Two year,DSL,Electronic check,West,0,0,0,0,0,0
CUST-100421,10,21.12,2,1,Month-to-month,Fiber,Mailed check,East,1,1,1,1,0,0
CUST-100422,23,74.77,3,0,Month-to-month,Fiber,Credit card,South,1,1,0,0,0,0
CUST-100423,43,98.66,1,1,Month-to-month,DSL,Electronic check,West,0,0,0,1,0,0
CUST-100424,37,65.09,1,1,One year,Fiber,Credit card,West,1,1,0,1,0,0
CUST-100425,4,25.47,0,0,One year,DSL,Bank transfer,East,1,1,0,1,1,0
CUST-100426,5,58.07,2,1,Month-to-month,DSL,Credit card,South,1,1,0,0,1,0
CUST-100427,5,98.7,1,1,Two year,DSL,Credit card,South,1,1,0,0,0,0
CUST-100428,32,74.21,1,2,Month-to-month,Fiber,Credit card,South,1,0,0,1,1,0
CUST-100429,6,33.96,0,1,One year,DSL,Bank transfer,South,1,1,0,1,0,0
CUST-100430,10,124.82,0,0,Two year,DSL,Electronic check,West,0,0,0,0,0,1
CUST-100431,20,37.91,2,2,One year,Fiber,Mailed check,North,1,0,0,0,1,0
CUST-100432,48,62.17,1,1,One year,DSL,Bank transfer,North,1,1,1,1,1,0
CUST-100433,33,43.1,4,0,Two year,DSL,Mailed check,East,1,0,0,0,0,1
CUST-100434,18,43.14,1,0,Month-to-month,DSL,Bank transfer,South,1,0,1,1,0,0
CUST-100435,40,57.15,0,1,Month-to-month,Fiber,Electronic check,Central,0,0,0,1,1,0
CUST-100436,72,83.27,2,0,Month-to-month,Fiber,Credit card,West,1,0,0,0,0,0
CUST-100437,24,98.97,3,1,Month-to-month,Fiber,Electronic check,West,0,1,0,1,0,0
CUST-100438,7,58.73,1,1,One year,Fiber,Credit card,East,1,1,0,1,0,0
CUST-100439,10,43.76,2,1,One year,Fiber,Electronic check,East,0,1,1,0,0,1
CUST-100441,12,80.19,0,2,Month-to-month,Fiber,Credit card,North,1,1,0,1,0,0
CUST-100442,17,73.77,2,1,One year,DSL,Credit card,East,1,0,0,1,0,0
CUST-100443,28,74.62,1,0,Month-to-month,Fiber,Bank transfer,Central,1,0,0,1,0,0
CUST-100444,6,65.3,2,1,Month-to-month,Fiber,Credit card,South,1,1,1,1,1,1
CUST-100445,7,70.36,2,0,One year,Fiber,Electronic check,North,0,0,1,0,1,0
CUST-100446,34,63.64,0,1,Two year,Fiber,Credit card,East,1,1,0,1,0,0
CUST-100447,15,93.69,1,1,One year,DSL,Electronic check,South,0,1,0,1,0,1
CUST-100449,19,72.31,0,1,One year,DSL,Mailed check,Central,1,1,0,0,1,0
CUST-100450,53,67.84,0,2,Month-to-month,Fiber,Electronic check,Central,0,1,0,0,1,0
CUST-100451,38,74.14,0,0,Two year,DSL,Bank transfer,South,1,0,0,0,1,0
CUST-100452,36,52.21,2,3,One year,Fiber,Bank transfer,Central,1,0,0,1,1,0
CUST-100454,29,78.59,1,0,Month-to-month,Fiber,Credit card,South,1,1,0,0,0,0
CUST-100455,70,57.91,2,1,Month-to-month,Fiber,Mailed check,South,1,1,1,0,0,0
CUST-100456,72,89.65,3,2,Two year,Fiber,Electronic check,Central,0,1,1,0,0,0
CUST-100457,6,68.46,0,1,Month-to-month,Fiber,Bank transfer,West,1,1,0,1,0,0
CUST-100458,5,44.72,0,4,One year,Fiber,Electronic check,South,0,0,1,1,1,0
CUST-100460,50,73.69,5,0,Month-to-month,DSL,Bank transfer,West,1,0,0,0,0,0
CUST-100462,18,87.96,0,1,Two year,Fiber,Electronic check,Central,0,0,0,0,0,0
CUST-100463,40,65.38,6,0,Month-to-month,DSL,Bank transfer,East,1,1,1,0,0,0
CUST-100464,14,56.67,0,1,Month-to-month,Fiber,Electronic check,North,0,1,1,0,0,1
CUST-100465,26,68.04,1,1,One year,DSL,Credit card,South,1,1,0,1,0,0
CUST-100466,34,76.72,2,1,One year,Fiber,Credit card,West,1,0,0,0,0,0
CUST-100467,10,79.61,1,1,Two year,Fiber,Electronic check,South,0,0,0,1,0,0
CUST-100468,8,75.23,1,2,Month-to-month,DSL,Mailed check,North,1,0,1,1,0,1
CUST-100469,24,65.82,2,0,Month-to-month,Fiber,Electronic check,Central,0,1,0,0,0,1
CUST-100470,26,91.92,1,0,Month-to-month,Fiber,Bank transfer,East,1,0,1,0,1,1
CUST-100471,38,51.82,1,0,Month-to-month,DSL,Electronic check,South,0,0,0,1,0,1
CUST-100472,9,127.51,0,0,Month-to-month,Fiber,Credit card,East,1,1,1,1,0,1
CUST-100474,72,40.94,1,2,Month-to-month,Fiber,Bank transfer,North,1,0,1,1,1,0
CUST-100475,44,72.45,2,4,Month-to-month,DSL,Electronic check,East,0,0,1,1,0,1
CUST-100476,21,86.54,2,0,Month-to-month,DSL,Electronic check,South,0,0,0,1,0,0
CUST-100477,49,59.62,1,1,One year,DSL,Mailed check,North,1,1,0,0,1,0
CUST-100478,9,32.12,2,1,One year,DSL,Bank transfer,North,1,1,0,0,0,0
CUST-100479,19,43.06,3,1,Month-to-month,DSL,Credit card,East,1,1,0,0,1,1
CUST-100480,26,81.01,3,2,Month-to-month,DSL,Electronic check,East,0,1,1,0,0,1
CUST-100481,17,25.89,1,0,Month-to-month,Fiber,Electronic check,East,0,1,0,1,1,1
CUST-100482,18,33.22,2,3,One year,Fiber,Electronic check,West,0,1,1,0,1,0
CUST-100483,37,80.88,0,1,Month-to-month,DSL,Mailed check,East,1,0,0,0,1,0
CUST-100484,45,62.66,4,1,Month-to-month,Fiber,Credit card,East,1,1,1,1,1,0
CUST-100485,16,51.3,5,1,Month-to-month,Fiber,Credit card,Central,1,0,1,1,0,0
CUST-100486,7,56.13,0,1,Month-to-month,Fiber,Credit card,West,1,0,1,0,0,1
CUST-100487,5,32.7,2,0,Month-to-month,DSL,Electronic check,Central,0,1,1,1,0,0
CUST-100488,3,79.63,1,1,Month-to-month,Fiber,Mailed check,South,1,1,0,1,0,1
CUST-100489,65,48.64,4,2,Month-to-month,DSL,Bank transfer,West,1,0,1,0,0,0
CUST-100490,37,55.14,3,0,One year,DSL,Electronic check,West,0,0,0,0,0,0
CUST-100491,32,76.32,1,1,One year,DSL,Bank transfer,East,1,1,0,1,0,0
CUST-100492,14,61.84,1,0,One year,Fiber,Electronic check,North,0,0,1,1,0,1
CUST-100493,14,51.09,2,1,Month-to-month,DSL,Electronic check,East,0,1,1,0,1,1
CUST-100494,46,20.25,1,1,One year,DSL,Credit card,Central,1,0,1,0,1,0
CUST-100495,5,76.82,3,0,Month-to-month,Fiber,Electronic check,West,0,0,1,1,0,0
CUST-100496,16,69.9,0,0,Month-to-month,DSL,Credit card,North,1,1,1,0,1,0
CUST-100497,50,55.58,1,2,One year,Fiber,Electronic check,South,0,0,1,1,0,0
CUST-100499,36,68.31,2,1,Month-to-month,Fiber,Electronic check,Central,0,1,0,1,1,0
CUST-100500,21,79.53,0,0,One year,DSL,Electronic check,East,0,1,0,1,0,0
CUST-100502,21,107.31,4,2,Two year,Fiber,Electronic check,West,0,0,1,1,1,0
CUST-100503,24,84.91,2,1,Month-to-month,DSL,Bank transfer,South,1,0,1,0,0,0
CUST-100504,19,65.43,2,1,Month-to-month,Fiber,Credit card,North,1,0,1,1,0,0
CUST-100505,8,85.72,2,1,One year,DSL,Mailed check,Central,1,1,1,1,0,0
CUST-100506,20,69.17,2,1,Month-to-month,DSL,Electronic check,East,0,0,1,1,0,0
CUST-100507,3,69.08,3,1,Two year,Fiber,Mailed check,Central,1,1,1,0,0,0
CUST-100508,16,99.11,0,1,Month-to-month,Fiber,Credit card,Central,1,0,1,1,1,1
CUST-100509,38,46.45,1,0,Month-to-month,DSL,Bank transfer,East,1,1,1,1,0,0
CUST-100510,63,68.56,1,1,Month-to-month,Fiber,Electronic check,North,0,0,0,0,0,0
CUST-100511,56,96.55,3,1,Two year,DSL,Mailed check,Central,1,0,1,1,0,0
CUST-100512,9,75.42,1,2,Month-to-month,DSL,Mailed check,East,1,1,1,0,0,0
CUST-100513,6,59.14,1,1,Month-to-month,DSL,Electronic check,North,0,0,1,1,0,0
CUST-100514,26,27.05,1,2,Month-to-month,Fiber,Electronic check,East,0,0,0,1,1,0
CUST-100515,23,18.0,1,2,Month-to-month,DSL,Credit card,North,1,1,0,0,1,0
CUST-100517,13,75.4,1,0,One year,Fiber,Electronic check,South,0,0,1,1,0,1
CUST-100518,23,53.98,0,1,Month-to-month,Fiber,Electronic check,East,0,1,1,0,1,1
CUST-100519,22,76.39,1,1,Two year,Fiber,Bank transfer,East,1,1,1,0,0,0
CUST-100520,17,45.26,1,1,Two year,Fiber,Mailed check,Central,1,0,1,0,0,0
CUST-100521,4,60.05,1,0,Month-to-month,DSL,Electronic check,South,0,0,0,0,0,1
CUST-100522,37,45.42,3,0,Month-to-month,Fiber,Mailed check,West,1,1,1,0,0,0
CUST-100523,26,34.08,0,0,One year,DSL,Bank transfer,Central,1,0,0,0,1,0
CUST-100524,39,18.0,3,0,Month-to-month,Fiber,Electronic check,West,0,0,1,1,0,0
CUST-100525,46,29.66,1,1,Month-to-month,Fiber,Credit card,South,1,0,0,1,0,0
CUST-100526,21,92.51,1,2,Two year,Fiber,Electronic check,West,0,1,1,1,0,0
CUST-100527,38,44.31,1,1,Two year,DSL,Electronic check,South,0,1,0,0,1,1
CUST-100528,64,80.84,4,3,One year,DSL,Credit card,East,1,1,0,1,0,0
CUST-100529,72,90.96,3,0,Month-to-month,Fiber,Credit card,West,1,0,1,0,1,0
CUST-100530,28,68.4,1,0,One year,DSL,Electronic check,South,0,0,1,1,1,0
CUST-100531,30,60.83,1,1,One year,Fiber,Credit card,North,1,0,1,1,1,1
CUST-100532,28,71.19,2,1,Month-to-month,Fiber,Mailed check,Central,1,1,1,0,0,0
CUST-100533,33,58.0,2,0,One year,Fiber,Electronic check,West,0,1,1,1,1,0
CUST-100535,27,113.04,1,1,Month-to-month,DSL,Bank transfer,South,1,1,1,0,1,1
CUST-100536,72,102.8,1,1,Month-to-month,DSL,Electronic check,South,0,1,1,1,0,0
CUST-100537,68,18.0,2,0,Month-to-month,Fiber,Bank transfer,Central,1,0,1,1,0,0
CUST-100538,24,57.51,2,1,Month-to-month,Fiber,Mailed check,Central,1,0,0,0,0,0
CUST-100539,24,68.1,0,1,Two year,DSL,Electronic check,West,0,1,1,0,1,0
CUST-100540,16,79.11,2,0,Two year,Fiber,Credit card,East,1,0,0,1,0,0
CUST-100542,18,26.16,0,0,Two year,DSL,Bank transfer,South,1,1,0,0,1,0
CUST-100543,15,99.36,2,0,Two year,Fiber,Bank transfer,North,1,1,0,0,0,0
CUST-100544,34,54.58,1,1,Month-to-month,DSL,Bank transfer,West,1,1,0,1,0,0
CUST-100546,45,41.51,1,1,Month-to-month,Fiber,Credit card,West,1,1,1,0,1,0
CUST-100547,35,77.37,3,0,Month-to-month,DSL,Bank transfer,Central,1,1,1,0,0,0
CUST-100549,28,73.8,0,0,Month-to-month,Fiber,Mailed check,West,1,1,1,0,1,1
CUST-100550,39,44.51,4,2,Month-to-month,DSL,Electronic check,Central,0,0,0,1,1,1
CUST-100551,42,26.14,1,1,Month-to-month,Fiber,Electronic check,East,0,1,0,1,0,1
CUST-100552,53,102.19,0,0,Month-to-month,DSL,Electronic check,East,0,1,1,1,0,0
CUST-100553,26,77.56,0,0,Two year,DSL,Electronic check,South,0,1,0,1,0,0
CUST-100554,16,59.99,1,2,Month-to-month,DSL,Bank transfer,East,1,1,1,1,0,1
CUST-100555,29,55.49,2,1,Month-to-month,Fiber,Credit card,Central,1,0,0,1,0,0
CUST-100556,45,103.16,1,0,Month-to-month,DSL,Electronic check,West,0,0,1,0,1,0
CUST-100557,49,82.2,1,2,Month-to-month,Fiber,Electronic check,South,0,1,0,0,0,0
CUST-100558,4,95.52,3,0,One year,Fiber,Bank transfer,East,1,1,0,0,0,0
CUST-100559,72,53.99,0,0,Month-to-month,Fiber,Electronic check,West,0,1,0,0,0,1
CUST-100560,15,69.22,2,2,Month-to-month,DSL,Credit card,North,1,1,1,0,1,0
CUST-100561,39,77.65,0,0,Month-to-month,Fiber,Mailed check,West,1,0,0,0,0,0
CUST-100562,57,54.8,2,1,Two year,Fiber,Electronic check,South,0,0,0,0,0,0
CUST-100563,22,65.71,2,2,One year,DSL,Electronic check,South,0,0,0,1,0,1
CUST-100564,50,53.99,2,1,One year,Fiber,Credit card,East,1,0,0,1,1,0
CUST-100565,4,77.58,1,2,One year,Fiber,Electronic check,East,0,0,0,0,0,0
CUST-100566,52,36.29,5,0,One year,Fiber,Bank transfer,Central,1,1,1,0,0,0
CUST-100567,47,81.73,2,0,Month-to-month,Fiber,Electronic check,South,0,0,0,1,1,0
CUST-100568,32,75.46,2,1,Month-to-month,DSL,Electronic check,South,0,0,0,0,0,1
CUST-100569,45,63.12,2,1,Month-to-month,Fiber,Credit card,South,1,1,1,1,0,0
CUST-100570,69,78.79,4,0,Month-to-month,Fiber,Electronic check,Central,0,0,0,0,0,0
CUST-100572,23,51.92,1,2,Month-to-month,DSL,Mailed check,East,1,1,1,1,0,0
CUST-100573,29,81.05,0,0,One year,DSL,Credit card,West,1,0,1,0,0,0
CUST-100574,20,82.09,2,2,Two year,DSL,Electronic check,Central,0,1,0,1,0,0
CUST-100576,42,53.77,2,0,Two year,Fiber,Credit card,West,1,1,0,0,1,0
CUST-100577,20,63.61,1,1,One year,DSL,Bank transfer,East,1,0,0,0,0,1
CUST-100578,42,54.75,0,2,Two year,DSL,Credit card,Central,1,0,1,1,0,0
CUST-100579,22,104.6,1,0,Month-to-month,Fiber,Bank transfer,South,1,0,0,0,0,1
CUST-100580,25,75.6,2,1,Month-to-month,Fiber,Bank transfer,South,1,0,0,0,1,0
CUST-100581,12,68.35,3,0,Month-to-month,Fiber,Mailed check,West,1,1,1,1,0,0
CUST-100582,41,45.61,0,0,Month-to-month,DSL,Electronic check,North,0,0,1,1,0,0
CUST-100583,4,85.74,2,1,Month-to-month,DSL,Bank transfer,East,1,1,1,0,1,1
CUST-100584,53,53.32,4,0,Two year,DSL,Bank transfer,Central,1,1,0,1,0,0
CUST-100585,72,52.33,3,1,One year,Fiber,Credit card,North,1,0,1,1,0,1
CUST-100586,25,86.54,3,1,Month-to-month,Fiber,Bank transfer,Central,1,1,1,1,0,0
CUST-100587,25,77.3,0,1,Month-to-month,Fiber,Electronic check,East,0,0,1,0,1,0
CUST-100588,6,18.0,2,0,Month-to-month,DSL,Mailed check,Central,1,1,0,1,1,0
CUST-100590,45,71.01,5,2,Two year,DSL,Mailed check,North,1,1,0,0,0,0
CUST-100592,28,71.85,1,0,Month-to-month,DSL,Bank transfer,North,1,0,0,0,0,0
CUST-100594,12,18.0,1,0,Month-to-month,Fiber,Bank transfer,Central,1,0,0,1,1,0
CUST-100595,33,44.59,1,1,Month-to-month,Fiber,Bank transfer,Central,1,0,1,0,1,1
CUST-100596,62,74.77,0,1,One year,Fiber,Credit card,North,1,1,0,0,0,0
CUST-100597,37,18.0,3,1,One year,Fiber,Mailed check,South,1,0,0,0,0,0
CUST-100598,68,47.75,0,0,Two year,Fiber,Bank transfer,North,1,1,1,1,1,0
CUST-100599,70,21.85,4,1,One year,Fiber,Mailed check,South,1,0,1,0,0,0
CUST-100603,8,65.42,0,1,One year,DSL,Credit card,Central,1,0,0,1,0,0
CUST-100605,3,68.51,3,0,One year,DSL,Bank transfer,South,1,0,0,1,1,1
CUST-100606,51,62.84,4,2,Two year,Fiber,Electronic check,West,0,0,0,1,1,0
CUST-100607,34,90.24,2,0,Month-to-month,DSL,Bank transfer,East,1,0,0,1,0,0
CUST-100608,28,79.33,3,1,One year,Fiber,Mailed check,North,1,1,0,0,1,0
CUST-100610,4,64.67,3,0,Month-to-month,Fiber,Electronic check,West,0,0,0,0,0,0
CUST-100611,20,59.69,0,0,One year,Fiber,Bank transfer,West,1,0,1,1,0,0
CUST-100612,14,90.01,2,0,Two year,DSL,Electronic check,East,0,1,1,1,0,0
CUST-100613,27,59.92,1,1,Two year,DSL,Bank transfer,West,1,0,0,1,0,0
CUST-100614,27,97.55,0,2,Month-to-month,Fiber,Bank transfer,West,1,1,0,1,1,0
CUST-100615,36,42.87,2,1,One year,DSL,Electronic check,South,0,0,1,0,0,0
CUST-100616,39,102.41,3,0,One year,Fiber,Mailed check,South,1,1,1,0,0,0
CUST-100617,4,79.33,0,1,Month-to-month,DSL,Credit card,Central,1,0,0,1,1,0
CUST-100618,20,44.76,0,0,Month-to-month,Fiber,Bank transfer,Central,1,1,0,0,0,0
CUST-100619,24,80.22,0,0,Month-to-month,Fiber,Electronic check,North,0,1,1,0,0,1
CUST-100620,8,52.39,4,0,One year,Fiber,Mailed check,West,1,0,1,1,1,1
CUST-100621,7,68.8,3,4,Month-to-month,Fiber,Electronic check,North,0,1,1,0,0,1
CUST-100622,3,56.32,0,0,Two year,Fiber,Bank transfer,Central,1,1,0,1,0,0
CUST-100623,6,64.81,2,1,Month-to-month,Fiber,Bank transfer,East,1,0,1,0,0,1
CUST-100624,43,90.59,3,0,Two year,Fiber,Electronic check,West,0,0,1,1,0,0
CUST-100625,5,80.44,2,3,Month-to-month,Fiber,Bank transfer,West,1,0,0,1,0,0
CUST-100626,6,40.99,1,1,One year,DSL,Bank transfer,West,1,1,1,0,1,0
CUST-100627,26,42.37,6,0,Month-to-month,Fiber,Credit card,South,1,1,0,0,1,0
CUST-100628,32,74.5,1,1,Month-to-month,DSL,Electronic check,Central,0,0,0,0,0,1
CUST-100630,9,51.81,2,0,Two year,Fiber,Mailed check,East,1,0,1,0,0,0
CUST-100632,25,87.52,0,0,Month-to-month,Fiber,Mailed check,North,1,0,1,1,1,1
CUST-100633,22,52.99,1,0,Month-to-month,Fiber,Electronic check,East,0,0,0,1,0,0
CUST-100634,18,50.67,2,2,Month-to-month,DSL,Electronic check,South,0,1,0,0,0,0
CUST-100635,42,62.53,1,0,Month-to-month,DSL,Bank transfer,West,1,0,0,1,0,0
CUST-100636,21,60.04,1,0,One year,DSL,Electronic check,South,0,1,0,1,1,0
CUST-100637,6,98.15,1,2,One year,Fiber,Bank transfer,Central,1,0,1,1,0,0
CUST-100638,18,91.63,3,0,One year,DSL,Electronic check,West,0,1,0,1,1,0
CUST-100639,35,68.84,3,1,Two year,Fiber,Bank transfer,East,1,0,0,1,1,0
CUST-100640,20,84.27,0,0,One year,Fiber,Mailed check,West,1,0,0,1,0,1
CUST-100641,35,87.75,1,1,One year,Fiber,Credit card,West,1,1,0,1,1,0
CUST-100643,21,77.66,1,3,Month-to-month,Fiber,Mailed check,East,1,1,1,1,0,0
CUST-100644,23,82.26,1,1,One year,DSL,Bank transfer,Central,1,1,0,1,0,1
CUST-100645,19,79.7,1,1,Two year,DSL,Electronic check,South,0,0,1,0,0,0
CUST-100646,35,49.31,2,1,Month-to-month,DSL,Bank transfer,East,1,0,0,0,0,1
CUST-100647,18,51.73,1,1,Month-to-month,DSL,Electronic check,South,0,1,1,1,0,0
CUST-100648,33,61.07,0,1,One year,DSL,Mailed check,East,1,1,1,0,0,0
CUST-100649,28,51.04,2,1,Month-to-month,Fiber,Electronic check,Central,0,1,1,0,1,0
CUST-100650,3,32.65,2,2,Month-to-month,Fiber,Credit card,West,1,1,1,0,1,1
CUST-100651,34,84.22,2,1,Two year,DSL,Mailed check,South,1,1,0,0,0,0
CUST-100652,26,76.31,1,0,One year,Fiber,Bank transfer,Central,1,1,0,0,1,0
CUST-100653,54,35.86,2,0,Month-to-month,Fiber,Mailed check,West,1,0,1,0,1,0
CUST-100654,8,62.22,4,1,Two year,Fiber,Electronic check,East,0,1,0,0,1,0
CUST-100655,28,63.58,0,2,Month-to-month,Fiber,Electronic check,North,0,0,1,0,0,0
CUST-100656,16,72.37,1,0,Two year,Fiber,Credit card,East,1,1,1,1,0,0
CUST-100657,4,42.03,2,1,Month-to-month,Fiber,Credit card,Central,1,1,0,1,0,0
CUST-100659,62,80.47,1,1,Month-to-month,Fiber,Bank transfer,North,1,1,1,0,0,1
CUST-100662,5,60.17,0,0,Month-to-month,Fiber,Mailed check,East,1,1,1,1,0,0
CUST-100663,59,65.04,3,2,Month-to-month,DSL,Electronic check,West,0,1,0,1,0,0
CUST-100664,13,74.07,1,2,Month-to-month,DSL,Electronic check,South,0,0,0,1,0,0
